fullName,Number,birthDate,currentAge,City,StateProvvince,birthCountry,height,weight,active,alternateCaptain,captain,rookie,rosterStatus,Team,Position,Long,Lat
Brett Leason,20,1999-04-30,24,Calgary,AB,CAN,"6' 5""",218,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Right Wing,-114.0718831,51.04473310000000
Trevor Zegras,11,2001-03-20,22,Bedford,NY,USA,"6' 0""",185,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Center,-73.6437397,41.204262
Jackson LaCombe,60,2001-01-09,22,Eden Prairie,MN,USA,"6' 2""",205,TRUE,FALSE,FALSE,TRUE,Y,Anaheim Ducks,Defenseman,-93.47078600000000,44.8546856
Nikita Nesterenko,62,2001-09-10,21,Brooklyn,NY,USA,"6' 2""",183,TRUE,FALSE,FALSE,TRUE,Y,Anaheim Ducks,Center,-73.9441579,40.6781784
Jamie Drysdale,6,2002-04-08,21,Toronto,ON,CAN,"5' 11""",183,TRUE,FALSE,FALSE,FALSE,Y,Anaheim Ducks,Defenseman,-79.3831843,43.653226
Mason McTavish,37,2003-01-30,20,Zurich,,CHE,"6' 0""",213,TRUE,FALSE,FALSE,TRUE,Y,Anaheim Ducks,Center,8.541694,47.3768866
Ryan Suter,20,1985-01-21,38,Madison,WI,USA,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Defenseman,-89.4007501,43.0721661
Joe Pavelski,16,1984-07-11,38,Plover,WI,USA,"5' 11""",200,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Center,-89.5440069,44.4563579
Jamie Benn,14,1989-07-18,33,Victoria,BC,CAN,"6' 2""",205,TRUE,FALSE,TRUE,FALSE,Y,Dallas Stars,Left Wing,-123.3656444,48.4284207
Evgenii Dadonov,63,1989-03-12,34,Chelyabinsk,,RUS,"5' 11""",189,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Right Wing,61.4368431,55.1644419
Alexander Petrovic,28,1992-03-03,31,Edmonton,AB,CAN,"6' 4""",220,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Defenseman,-113.4937266,53.5460983
Tyler Seguin,91,1992-01-31,31,Brampton,ON,CAN,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Center,-79.7624177,43.7315479
Scott Wedgewood,41,1992-08-14,30,Brampton,ON,CAN,"6' 2""",205,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Goalie,-79.7624177,43.7315479
Jani Hakanpää,2,1992-03-31,31,Kirkkonummi,,FIN,"6' 6""",225,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Defenseman,24.4411082,60.1266902
Colin Miller,6,1992-10-29,30,Sault Ste. Marie,ON,CAN,"6' 1""",200,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Defenseman,-84.333052,46.5153792
Radek Faksa,12,1994-01-09,29,Vitkov,,CZE,"6' 3""",225,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Center,17.7494173,49.7744492
Esa Lindell,23,1994-05-23,29,Vantaa,,FIN,"6' 3""",220,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Defenseman,25.0377686,60.29335240000000
Roope Hintz,24,1996-11-17,26,Tampere,,FIN,"6' 3""",215,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Center,23.7609535,61.4977524
Mason Marchment,27,1995-06-18,28,Uxbridge,ON,CAN,"6' 4""",210,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Left Wing,-0.479611,51.5485
Jake Oettinger,29,1998-12-18,24,Lakeville,MN,USA,"6' 5""",220,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Goalie,-93.24272000000000,44.6496868
Jason Robertson,21,1999-07-22,23,Arcadia,CA,USA,"6' 3""",200,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Left Wing,-118.0353449,34.1397292
Miro Heiskanen,4,1999-07-18,23,Espoo,,FIN,"6' 1""",195,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Defenseman,24.6559001,60.2054911
Oskar Back,37,2000-03-12,23,Karlstad,,SWE,"6' 3""",210,TRUE,FALSE,FALSE,TRUE,Y,Dallas Stars,Center,13.5114977,59.4021806
Ty Dellandrea,10,2000-07-21,22,Port Perry,ON,CAN,"6' 1""",195,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Center,-78.944148,44.10504540000000
Nils Lundkvist,5,2000-07-27,22,Pitea,,SWE,"5' 11""",190,TRUE,FALSE,FALSE,TRUE,Y,Dallas Stars,Defenseman,21.4800364,65.316698
Thomas Harley,55,2001-08-19,21,Syracuse,NY,USA,"6' 3""",205,TRUE,FALSE,FALSE,FALSE,Y,Dallas Stars,Defenseman,-76.14742440000000,43.0481221
Matej Blumel,22,2000-05-31,23,Tabor,,CZE,"6' 0""",200,TRUE,FALSE,FALSE,TRUE,Y,Dallas Stars,Right Wing,14.6774664,49.4129888
Mavrik Bourque,45,2002-01-08,21,Plessisville,QC,CAN,"5' 10""",185,TRUE,FALSE,FALSE,TRUE,Y,Dallas Stars,Center,-71.77137910000000,46.2194458
Wyatt Johnston,53,2003-05-14,20,Toronto,ON,CAN,"6' 1""",185,TRUE,FALSE,FALSE,TRUE,Y,Dallas Stars,Center,-79.3831843,43.653226
Matt Murray,32,1998-02-02,25,St. Albert,AB,CAN,"6' 1""",200,TRUE,FALSE,FALSE,TRUE,Y,Dallas Stars,Goalie,-113.6292701,53.6539037
Anze Kopitar,11,1987-08-24,35,Jesenice,,SVN,"6' 3""",225,TRUE,FALSE,TRUE,FALSE,Y,Los Angeles Kings,Center,14.0526057,46.4367047
Drew Doughty,8,1989-12-08,33,London,ON,CAN,"6' 1""",210,TRUE,TRUE,FALSE,FALSE,Y,Los Angeles Kings,Defenseman,-81.2452768,42.9849233
Phillip Danault,24,1993-02-24,30,Victoriaville,QC,CAN,"6' 1""",200,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Center,-71.95895590000000,46.0556724
Pheonix Copley,29,1992-01-18,31,North Pole,AK,USA,"6' 4""",200,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Goalie,-147.353425,64.7552465
Kevin Fiala,22,1996-07-22,26,St. Gallen,,CHE,"5' 10""",204,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Left Wing,9.3767173,47.4244818
Adrian Kempe,9,1996-09-13,26,Kramfors,,SWE,"6' 2""",200,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Right Wing,17.7862947,62.9284332
Viktor Arvidsson,33,1993-04-08,30,Skelleftea,,SWE,"5' 10""",185,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Right Wing,20.950917,64.750244
Vladislav Gavrikov,84,1995-11-21,27,Yaroslavl,,RUS,"6' 3""",221,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Defenseman,39.8844708,57.62607440000000
Matt Roy,3,1995-03-01,28,Detroit,MI,USA,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Defenseman,-83.0457538,42.331427
Carl Grundstrom,91,1997-12-01,25,Umea,,SWE,"6' 0""",195,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Right Wing,20.2630354,63.8258471
Pierre-Luc Dubois,80,1998-06-24,25,Ste-Agathe-des-Monts,QC,CAN,"6' 4""",214,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Left Wing,-74.28160300000000,46.0485628
Jacob Moverare,57,1998-08-31,24,Ostersund,,SWE,"6' 3""",210,TRUE,FALSE,FALSE,TRUE,Y,Los Angeles Kings,Defenseman,14.6360681,63.1766832
Trevor Moore,12,1995-03-31,28,Thousand Oaks,CA,USA,"5' 10""",195,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Left Wing,-118.8375937,34.1705609
Mikey Anderson,44,1999-05-25,24,Roseville,MN,USA,"6' 0""",195,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Defenseman,-93.15661070000000,45.0060767
Blake Lizotte,46,1997-12-13,25,Lindstrom,MN,USA,"5' 9""",170,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Center,-92.8479921,45.3894083
Arthur Kaliyev,34,2001-06-26,22,Tashkent,,UZB,"6' 2""",210,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Right Wing,69.2400734,41.2994958
Tobias Bjornfot,7,2001-04-06,22,Upplands Vasby,,SWE,"6' 0""",200,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Defenseman,17.92834,59.51961
Jordan Spence,53,2001-02-24,22,Manly,,AUS,"5' 10""",180,TRUE,FALSE,FALSE,TRUE,Y,Los Angeles Kings,Defenseman,151.2850167,-33.7968627
Erik Portillo,,2000-09-03,22,Gothenburg,,SWE,"6' 6""",218,TRUE,FALSE,FALSE,TRUE,Y,Los Angeles Kings,Goalie,11.97456,57.70887
Andre Lee,,2000-07-26,22,Karlstad,,SWE,"6' 5""",206,TRUE,FALSE,FALSE,TRUE,Y,Los Angeles Kings,Left Wing,13.5114977,59.4021806
Quinton Byfield,55,2002-08-19,20,Newmarket,ON,CAN,"6' 5""",220,TRUE,FALSE,FALSE,FALSE,Y,Los Angeles Kings,Center,-79.46125600000000,44.05918700000000
Alex Laferriere,78,2001-10-28,21,Chatham,NJ,USA,"6' 0""",173,TRUE,FALSE,FALSE,TRUE,Y,Los Angeles Kings,Right Wing,-74.3837624,40.740934
Samuel Helenius,,2002-11-26,20,Dallas,TX,USA,"6' 6""",201,TRUE,FALSE,FALSE,TRUE,Y,Los Angeles Kings,Center,-96.79698790000000,32.7766642
Francesco Pinelli,,2003-04-11,20,Hamilton,ON,CAN,"6' 0""",185,TRUE,FALSE,FALSE,TRUE,Y,Los Angeles Kings,Center,-79.8711024,43.2557206
Luke Kunin,11,1997-12-04,25,Chesterfield,MO,USA,"6' 0""",197,TRUE,FALSE,FALSE,FALSE,I,San Jose Sharks,Center,-90.5770675,38.6631083
Marc-Edouard Vlasic,44,1987-03-30,36,Montréal,QC,CAN,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Defenseman,-73.56739190000000,45.5018869
Logan Couture,39,1989-03-28,34,Guelph,ON,CAN,"6' 1""",206,TRUE,FALSE,TRUE,FALSE,Y,San Jose Sharks,Center,-80.2481063,43.544821
Erik Karlsson,65,1990-05-31,33,Landsbro,,SWE,"6' 0""",190,TRUE,TRUE,FALSE,FALSE,Y,San Jose Sharks,Defenseman,14.9031816,57.3693191
Tomas Hertl,48,1993-11-12,29,Praha,,CZE,"6' 3""",215,TRUE,TRUE,FALSE,FALSE,Y,San Jose Sharks,Center,14.4378005,50.0755381
Matt Benning,5,1994-05-25,29,Edmonton,AB,CAN,"6' 1""",203,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Defenseman,-113.4937266,53.5460983
Kaapo Kahkonen,36,1996-08-16,26,Helsinki,,FIN,"6' 2""",217,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Goalie,24.938379,60.16985570000000
Oskar Lindblom,23,1996-08-15,26,Gavle,,SWE,"6' 1""",191,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Left Wing,17.1412726,60.6748796
Kevin Labanc,62,1995-12-12,27,Brooklyn,NY,USA,"5' 11""",185,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Right Wing,-73.9441579,40.6781784
Steven Lorentz,16,1996-04-13,27,Kitchener,ON,CAN,"6' 4""",206,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Center,-80.4925337,43.4516395
Jacob MacDonald,9,1993-02-26,30,Portland,OR,USA,"6' 0""",204,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Defenseman,-122.6783853,45.515232
Mario Ferraro,38,1998-09-17,24,Toronto,ON,CAN,"6' 0""",209,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Defenseman,-79.3831843,43.653226
Radim Simek,51,1992-09-20,30,Mlada Boleslav,,CZE,"6' 0""",204,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Defenseman,14.908438,50.4134249
Fabian Zetterlund,20,1999-08-25,23,Karlstad,,SWE,"5' 11""",220,TRUE,FALSE,FALSE,TRUE,Y,San Jose Sharks,Left Wing,13.5114977,59.4021806
Jacob Peterson,24,1999-07-19,23,Lidkoping,,SWE,"6' 1""",180,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Center,13.1570768,58.5035047
Nico Sturm,7,1995-05-03,28,Augsburg,,DEU,"6' 3""",209,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Center,10.89779,48.3705449
Henry Thrun,3,2001-03-12,22,Southborough,MA,USA,"6' 2""",190,TRUE,FALSE,FALSE,TRUE,Y,San Jose Sharks,Defenseman,-71.5245087,42.3056501
Nikolai Knyzhov,71,1998-03-20,25,Kemerovo,,RUS,"6' 3""",222,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Defenseman,86.06208650000000,55.3443282
Alexander Barabanov,94,1994-06-17,29,St. Petersburg,,RUS,"5' 10""",195,TRUE,FALSE,FALSE,FALSE,Y,San Jose Sharks,Left Wing,30.3350941,59.9342596
Zach Werenski,8,1997-07-19,25,Grosse Pointe,MI,USA,"6' 2""",213,TRUE,TRUE,FALSE,FALSE,Y,Columbus Blue Jackets,Defenseman,-82.9118591,42.3861485
Jake Bean,22,1998-06-09,25,Calgary,AB,CAN,"6' 1""",196,TRUE,FALSE,FALSE,FALSE,I,Columbus Blue Jackets,Defenseman,-114.0718831,51.04473310000000
Justin Danforth,17,1993-03-15,30,Oshawa,ON,CAN,"5' 9""",190,TRUE,FALSE,FALSE,FALSE,I,Columbus Blue Jackets,Right Wing,-78.86579120000000,43.8970929
Erik Gudbranson,44,1992-01-07,31,Ottawa,ON,CAN,"6' 5""",222,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Defenseman,-75.69719310000000,45.4215296
Johnny Gaudreau,13,1993-08-13,29,Salem,NJ,USA,"5' 9""",165,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Left Wing,-75.46714230000000,39.5717796
Sean Kuraly,7,1993-01-20,30,Niagara Falls,NY,USA,"6' 2""",213,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Center,-79.0377388,43.0962143
Boone Jenner,38,1993-06-15,30,Dorchester,ON,CAN,"6' 2""",203,TRUE,FALSE,TRUE,FALSE,Y,Columbus Blue Jackets,Center,-81.049127,42.9852149
Damon Severson,28,1994-08-07,28,Melville,SK,CAN,"6' 2""",205,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Defenseman,-102.804654,50.929452
Elvis Merzlikins,90,1994-04-13,29,Riga,,LVA,"6' 3""",183,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Goalie,24.1056221,56.9676941
Jack Roslovic,96,1997-01-29,26,Columbus,OH,USA,"6' 1""",200,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Center,-82.99879420000000,39.9611755
Ivan Provorov,9,1997-01-13,26,Yaroslavl,,RUS,"6' 1""",201,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Defenseman,39.8844708,57.62607440000000
Patrik Laine,29,1998-04-19,25,Tampere,,FIN,"6' 5""",205,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Left Wing,23.7609535,61.4977524
Andrew Peeke,2,1998-03-17,25,Parkland,FL,USA,"6' 3""",210,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Defenseman,-80.25322490000000,26.3107774
Mathieu Olivier,24,1997-02-11,26,Biloxi,MS,USA,"6' 1""",217,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Right Wing,-88.88530780000000,30.3960318
Emil Bemstrom,52,1999-06-01,24,Nykoping,,SWE,"6' 0""",195,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Right Wing,17.0091593,58.75284390000000
Eric Robinson,50,1995-06-14,28,Bellmawr,NJ,USA,"6' 2""",205,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Left Wing,-75.0946182,39.8676134
Liam Foudy,19,2000-02-04,23,Scarborough,ON,CAN,"6' 2""",188,TRUE,FALSE,FALSE,TRUE,Y,Columbus Blue Jackets,Center,-79.2317521,43.7764258
Adam Boqvist,27,2000-08-15,22,Falun,,SWE,"6' 0""",182,TRUE,FALSE,FALSE,FALSE,Y,Columbus Blue Jackets,Defenseman,15.6355,60.60646000000000
Kirill Marchenko,86,2000-07-21,22,Barnaul,,RUS,"6' 3""",197,TRUE,FALSE,FALSE,TRUE,Y,Columbus Blue Jackets,Right Wing,83.78357370000000,53.3497499
Tim Berni,75,2000-02-11,23,Mannedorf,,CHE,"6' 0""",192,TRUE,FALSE,FALSE,TRUE,Y,Columbus Blue Jackets,Defenseman,8.6946733,47.2574625
Kent Johnson,91,2002-10-18,20,Port Moody,BC,CAN,"6' 0""",175,TRUE,FALSE,FALSE,TRUE,Y,Columbus Blue Jackets,Center,-122.8677562,49.2849107
Nick Blankenburg,77,1998-05-12,25,Washington,MI,USA,"5' 9""",177,TRUE,FALSE,FALSE,TRUE,Y,Columbus Blue Jackets,Defenseman,-83.03546790000000,42.7185255
Hunter McKown,41,2002-08-18,20,San Jose,CA,USA,"6' 1""",205,TRUE,FALSE,FALSE,TRUE,Y,Columbus Blue Jackets,Center,-121.8852525,37.33874
Marc-Andre Fleury,29,1984-11-28,38,Sorel,QC,CAN,"6' 2""",185,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Goalie,-73.112302,46.042825
Alex Goligoski,33,1985-07-30,37,Grand Rapids,MN,USA,"5' 11""",173,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Defenseman,-93.53021420000000,47.2371658
Jared Spurgeon,46,1989-11-29,33,Edmonton,AB,CAN,"5' 9""",166,TRUE,FALSE,TRUE,FALSE,Y,Minnesota Wild,Defenseman,-113.4937266,53.5460983
Marcus Johansson,90,1990-10-06,32,Landskrona,,SWE,"6' 1""",203,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Left Wing,12.8300802,55.8703477
Marcus Foligno,17,1991-08-10,31,Buffalo,NY,USA,"6' 3""",226,TRUE,TRUE,FALSE,FALSE,Y,Minnesota Wild,Left Wing,-78.8783689,42.88644680000000
Mats Zuccarello,36,1987-09-01,35,Oslo,,NOR,"5' 8""",181,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Right Wing,10.7522454,59.9138688
Jon Merrill,4,1992-02-03,31,Oklahoma City,OK,USA,"6' 3""",204,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Defenseman,-97.5164276,35.4675602
Jonas Brodin,25,1993-07-12,29,Karlstad,,SWE,"6' 2""",196,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Defenseman,13.5114977,59.4021806
Ryan Hartman,38,1994-09-20,28,Hilton Head Island,SC,USA,"6' 0""",197,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Right Wing,-80.752608,32.216316
Frederick Gaudreau,89,1993-05-01,30,Bromont,QC,CAN,"6' 0""",184,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Center,-72.6872419,45.28524790000000
Jake Middleton,5,1996-01-02,27,Wainwright,AB,CAN,"6' 3""",219,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Defenseman,-110.8504203,52.8431123
Joel Eriksson Ek,14,1997-01-29,26,Karlstad,,SWE,"6' 3""",207,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Center,13.5114977,59.4021806
Kirill Kaprizov,97,1997-04-26,26,Novokuznetsk,,RUS,"5' 10""",202,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Left Wing,87.12157050000000,53.7595935
Filip Gustavsson,32,1998-06-07,25,Skelleftea,,SWE,"6' 2""",184,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Goalie,20.950917,64.750244
Brandon Duhaime,21,1997-05-22,26,Coral Springs,FL,USA,"6' 2""",200,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Right Wing,-80.2706044,26.271192
Calen Addison,2,2000-04-11,23,Brandon,MB,CAN,"5' 11""",173,TRUE,FALSE,FALSE,TRUE,Y,Minnesota Wild,Defenseman,-99.95148070000000,49.8437486
Connor Dewar,26,1999-06-26,24,The Pas,MB,CAN,"5' 10""",183,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Center,-101.2427087,53.8254947
Hunter Jones,95,2000-09-21,22,Brantford,ON,CAN,"6' 5""",204,TRUE,FALSE,FALSE,TRUE,Y,Minnesota Wild,Goalie,-80.2644254,43.1393867
Matt Boldy,12,2001-04-05,22,Milford,MA,USA,"6' 2""",201,TRUE,FALSE,FALSE,FALSE,Y,Minnesota Wild,Left Wing,-71.5163049,42.1398577
Brock Faber,7,2002-08-22,20,Maple Grove,MN,USA,"6' 1""",200,TRUE,FALSE,FALSE,TRUE,Y,Minnesota Wild,Defenseman,-93.4557877,45.0724642
Jesper Wallstedt,30,2002-11-14,20,Vasteras,,SWE,"6' 3""",214,TRUE,FALSE,FALSE,TRUE,Y,Minnesota Wild,Goalie,16.5448091,59.60990050000000
Cole Perfetti,91,2002-01-01,21,Whitby,ON,CAN,"5' 11""",184,TRUE,FALSE,FALSE,TRUE,I,Winnipeg Jets,Center,-78.94293290000000,43.8975446
Brenden Dillon,5,1990-11-13,32,New Westminster,BC,CAN,"6' 4""",224,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Defenseman,-122.910956,49.2057179
Nino Niederreiter,62,1992-09-08,30,Chur,,CHE,"6' 2""",218,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Right Wing,9.5319859,46.8507835
Dylan DeMelo,2,1993-05-01,30,London,ON,CAN,"6' 0""",195,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Defenseman,-81.2452768,42.9849233
Adam Lowry,17,1993-03-29,30,St. Louis,MO,USA,"6' 6""",208,TRUE,TRUE,FALSE,FALSE,Y,Winnipeg Jets,Center,-90.19940420000000,38.6270025
Mark Scheifele,55,1993-03-15,30,Kitchener,ON,CAN,"6' 3""",198,TRUE,TRUE,FALSE,FALSE,Y,Winnipeg Jets,Center,-80.4925337,43.4516395
Connor Hellebuyck,37,1993-05-19,30,Commerce,MI,USA,"6' 4""",216,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Goalie,-83.48823470000000,42.5750853
Nate Schmidt,88,1991-07-16,31,St. Cloud,MN,USA,"6' 0""",195,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Defenseman,-94.16324040000000,45.5579451
Josh Morrissey,44,1995-03-28,28,Calgary,AB,CAN,"6' 0""",185,TRUE,TRUE,FALSE,FALSE,Y,Winnipeg Jets,Defenseman,-114.0718831,51.04473310000000
Nikolaj Ehlers,27,1996-02-14,27,Aalborg,,DNK,"6' 0""",169,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Left Wing,9.921747,57.0488195
Kyle Connor,81,1996-12-09,26,Shelby Township,MI,USA,"6' 2""",179,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Left Wing,-83.0329934,42.670782
Kyle Capobianco,77,1997-08-13,25,Mississauga,ON,CAN,"6' 2""",201,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Defenseman,-79.6441198,43.5890452
Mason Appleton,22,1996-01-15,27,Green Bay,WI,USA,"6' 3""",197,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Center,-88.0132958,44.5133188
Logan Stanley,64,1998-05-26,25,Waterloo,ON,CAN,"6' 7""",242,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Defenseman,-80.5204096,43.4642578
Gabriel Vilardi,,1999-08-16,23,Kingston,ON,CAN,"6' 3""",215,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Center,-76.4859544,44.2311717
Dylan Samberg,54,1999-01-24,24,Saginaw,MN,USA,"6' 4""",219,TRUE,FALSE,FALSE,TRUE,Y,Winnipeg Jets,Defenseman,-92.44435660000000,46.8591081
Alex Iafallo,,1993-12-21,29,Eden,NY,USA,"6' 0""",200,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Left Wing,-78.8969785,42.652282
Neal Pionk,4,1995-07-29,27,Omaha,NE,USA,"6' 0""",185,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Defenseman,-95.9345034,41.2565369
Morgan Barron,36,1998-12-02,24,Halifax,NS,CAN,"6' 4""",220,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Center,-63.1005273,44.8857087
Rasmus Kupari,,2000-03-15,23,Kotka,,FIN,"6' 2""",200,TRUE,FALSE,FALSE,FALSE,Y,Winnipeg Jets,Center,26.9459403,60.4665666
David Gustafsson,19,2000-04-11,23,Tingsryd,,SWE,"6' 2""",212,TRUE,FALSE,FALSE,TRUE,Y,Winnipeg Jets,Center,14.9785342,56.5247452
Michael Carcone,53,1996-05-19,27,Ajax,ON,CAN,"5' 9""",170,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Left Wing,0.0,0.0
Travis Boyd,72,1993-09-14,29,Hopkins,MN,USA,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Center,-93.4044187,44.9260794
Liam O'Brien,38,1994-07-29,28,Halifax,NS,CAN,"6' 1""",213,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Center,-63.1005273,44.8857087
Josh Brown,3,1994-01-21,29,London,ON,CAN,"6' 5""",220,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Defenseman,-81.2452768,42.9849233
Nick Schmaltz,8,1996-02-23,27,Madison,WI,USA,"6' 0""",181,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Center,-89.4007501,43.0721661
Lawson Crouse,67,1997-06-23,26,Mt. Brydges,ON,CAN,"6' 4""",215,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Left Wing,0.0,0.0
Karel Vejmelka,70,1996-05-25,27,Trebic,,CZE,"6' 4""",224,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Goalie,15.8795516,49.2147869
Connor Ingram,39,1997-03-31,26,Saskatoon,SK,CAN,"6' 2""",196,TRUE,FALSE,FALSE,TRUE,Y,Arizona Coyotes,Goalie,-106.6701577,52.157902
Clayton Keller,9,1998-07-29,24,Chesterfield,MO,USA,"5' 10""",178,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Right Wing,-90.5770675,38.6631083
Juuso Valimaki,4,1998-10-06,24,Tampere,,FIN,"6' 2""",205,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Defenseman,23.7609535,61.4977524
Sean Durzi,50,1998-10-21,24,Mississauga,ON,CAN,"6' 0""",195,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Defenseman,-79.6441198,43.5890452
Barrett Hayton,29,2000-06-09,23,Peterborough,ON,CAN,"6' 1""",207,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Center,-78.3199606,44.3047061
Jack McBain,22,2000-01-06,23,Toronto,ON,CAN,"6' 3""",201,TRUE,FALSE,FALSE,TRUE,Y,Arizona Coyotes,Center,-79.3831843,43.653226
Matias Maccelli,63,2000-10-14,22,Turku,,FIN,"5' 11""",176,TRUE,FALSE,FALSE,TRUE,Y,Arizona Coyotes,Left Wing,22.2666303,60.4518126
